Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score
MeteorSystems330,SaaS,B2B,Large,7314571,468,22,A scalable software solution targeting large businesses.,95,1,27.023528,30.225355,35.211203,36.465222,37.715051,10
AeroVision,Retail,Other,Small,42338,3,4,An AI-powered Other retail solution for small customers.,56,1,44.82066,48.602917,48.401481,51.585194,41.430612,49
CobaltSystems408,Education,B2B,Large,1570744,78,15,A digital education platform using a B2B model for large businesses.,95,1,23.524525,34.178085,37.654586,33.034371,32.587732,10
NeonSystems7087,Manufacturing,B2B,Medium,1786762,67,12,An AI-powered B2B manufacturing solution for medium businesses.,95,1,23.406364,34.337762,37.085389,32.32632,34.757788,10
CobaltSync1112,Healthcare,Advertising,Small,387774,11,9,A scalable healthcare solution targeting small audiences.,87,1,36.186792,33.024683,34.500963,31.450922,38.521499,18
NimbusFlow397,Other,Other,Medium,40077,1,0,A technology-driven Other platform focused on medium digital services operations.,46,0,55.576199,48.398126,52.258718,54.559414,41.758669,59
SilverSystems195,Transportation,Advertising,Medium,81333,1,4,A modern transportation venture delivering solutions for medium audiences.,61,1,43.497901,45.618791,48.840742,44.947401,45.65559,44
VertexSync9582,Finance,B2C,Small,73890,6,2,A modern financial venture delivering solutions for small consumers.,65,1,46.71248,45.440826,44.804988,39.605376,42.03209,40
NovaDrive9123,Manufacturing,Advertising,Medium,442179,33,9,A Advertising manufacturing platform serving medium audiences.,88,1,29.069108,31.643462,35.349533,36.280747,32.60513,17
OrionHub469,Energy,SaaS,Large,5147474,56,19,A technology-driven SaaS platform focused on large energy operations.,95,1,24.346007,34.740508,35.70357,31.814588,32.862111,10
PrimeIgnite8103,Technology,Subscription,Large,8520371,273,19,A modern technology venture delivering solutions for large subscribers.,95,1,22.699643,33.328921,36.055297,36.117401,31.420382,10
RubyCore7456,Retail,Advertising,Small,44005,2,1,A Advertising retail platform serving small audiences.,48,0,47.876714,46.188187,44.265399,52.899872,43.503058,57
PixelShift633,Other,C2C,Small,31902,5,3,An AI-powered C2C digital services solution for small individual users.,57,1,49.856868,44.526931,45.663487,49.205207,47.520561,48
NexusPulse1452,Agriculture,Freemium,Medium,43237,1,4,A Freemium agriculture platform serving medium users.,56,1,42.687017,48.524988,41.217411,47.676927,44.22466,49
AstraEdge996,Energy,B2B,Large,8776673,439,10,A digital energy platform using a B2B model for large businesses.,95,1,28.677875,34.021563,33.657633,35.360399,35.215586,10
OrionForge879,Transportation,B2C,Medium,53324,3,2,A technology-driven B2C platform focused on medium transportation operations.,66,1,43.201282,42.915088,43.63848,43.022282,37.274271,39
NovaIgnite9972,Other,Other,Small,72553,1,0,A technology-driven Other platform focused on small digital services operations.,51,1,48.839339,52.619198,49.970509,51.550483,40.991268,54
OrionSystems552,E-commerce,SaaS,Large,850365,92,8,A technology-driven SaaS platform focused on large e-commerce operations.,95,1,26.70726,35.934861,31.746888,28.203402,34.800376,10
SpectraSystems329,Transportation,Freemium,Small,486362,50,2,A technology-driven Freemium platform focused on small transportation operations.,82,1,36.368229,34.773535,38.174637,35.483153,39.028773,23
RubySystems6221,Agriculture,Advertising,Small,49580,5,4,A technology-driven Advertising platform focused on small agriculture operations.,60,1,45.233671,47.298114,42.217709,48.517144,46.74548,45
SilverBridge9333,Education,Subscription,Large,1822011,71,5,A technology-driven Subscription platform focused on large education operations.,95,1,22.994714,32.248213,33.074644,31.738876,38.765901,10
HyperEdge3188,Retail,C2C,Medium,32056,2,0,A digital retail platform using a C2C model for medium individual users.,47,0,51.503355,45.998462,44.468805,54.001049,40.83446,58
CyberDrive,Retail,C2C,Medium,20414,1,1,A technology-driven C2C platform focused on medium retail operations.,47,0,56.213237,44.789171,45.53757,50.061419,47.893385,58
NeonEdge4456,Other,Other,Medium,41407,2,0,A Other digital services platform serving medium customers.,46,0,55.397667,46.121433,49.915242,49.548624,49.887748,59
OrionCore8663,Real Estate,Advertising,Large,286059,41,4,A Advertising real estate platform serving large audiences.,79,1,36.38524,36.046538,36.918731,43.0403,42.918037,26
AstraScale3160,SaaS,SaaS,Large,8095537,128,11,A digital software platform using a SaaS model for large organizations.,95,1,26.54974,30.122911,38.991757,29.362271,39.608612,10
PulseCore99,Entertainment,Direct Sales,Medium,186486,30,10,A digital entertainment platform using a Direct Sales model for medium business customers.,86,1,36.593066,36.699645,39.568361,31.468852,38.477718,19
Pixel-Forge,Technology,Direct Sales,Large,1956970,74,11,A technology-driven Direct Sales platform focused on large technology operations.,95,1,27.554644,34.371315,38.475529,31.279175,34.493249,10
MeteorLabs9759,Real Estate,C2C,Medium,75130,4,3,A digital real estate platform using a C2C model for medium individual users.,63,1,40.590012,40.841657,47.795139,41.15426,38.33621,42
CrimsonX254,Manufacturing,Direct Sales,Large,1007657,78,8,An AI-powered Direct Sales manufacturing solution for large business customers.,95,1,29.626965,35.079699,39.465496,27.584711,34.666147,10
FusionSphere428,Healthcare,Subscription,Large,635641,396,14,A modern healthcare venture delivering solutions for large subscribers.,95,1,25.643051,30.073708,32.821775,36.272135,32.288295,10
NimbusEdge4457,Manufacturing,Marketplace,Small,258010,9,7,A technology-driven Marketplace platform focused on small manufacturing operations.,86,1,32.52401,31.743143,42.90073,31.262006,33.669761,19
RubySync995,Energy,SaaS,Large,6174045,119,25,A modern energy venture delivering solutions for large organizations.,95,1,23.383361,36.513628,37.733787,36.484548,32.63579,10
NeonWave721,Technology,Direct Sales,Large,833516,85,11,A scalable technology solution targeting large business customers.,95,1,24.623252,32.57579,38.808166,33.454342,32.988726,10
PrimeDrive8843,SaaS,Marketplace,Medium,1380054,71,11,An AI-powered Marketplace software solution for medium buyers and sellers.,95,1,30.414591,36.954524,41.111845,29.716782,36.079125,10
AeroGrid50,Transportation,Freemium,Medium,80614,2,2,An AI-powered Freemium transportation solution for medium users.,62,1,41.471691,41.622213,44.959075,40.530989,38.990433,43
OmegaShift5671,Healthcare,B2B,Medium,924828,59,14,A technology-driven B2B platform focused on medium healthcare operations.,95,1,27.209975,32.974888,37.990214,28.657162,39.341509,10
TitanTech666,Manufacturing,Advertising,Small,447522,44,7,A Advertising manufacturing platform serving small audiences.,88,1,33.200082,32.452848,36.639846,39.555684,41.325204,17
SolarPath661,SaaS,B2B,Large,7980898,467,19,An AI-powered B2B software solution for large businesses.,95,1,23.92677,36.479216,32.817058,32.006086,38.70346,10
Meridian Flow,Healthcare,B2B,Large,7442500,392,23,A technology-driven B2B platform focused on large healthcare operations.,95,1,31.071029,30.204677,33.071305,34.021909,39.36887,10
SilverLink118,Healthcare,Advertising,Large,483373,4,5,A technology-driven Advertising platform focused on large healthcare operations.,82,1,36.677582,42.434564,34.833581,32.732796,43.551416,23
TitanStack8412,Energy,Subscription,Large,6924292,216,19,A scalable energy solution targeting large subscribers.,95,1,26.756341,35.599629,32.744609,30.730463,40.956559,10
CobaltRise73,SaaS,Subscription,Large,3126463,463,25,An AI-powered Subscription software solution for large subscribers.,95,1,30.24514,36.578351,35.9408,28.583954,40.554899,10
CobaltStack7257,Manufacturing,Subscription,Small,241574,17,3,A Subscription manufacturing platform serving small subscribers.,85,1,27.505484,40.622539,35.916882,40.88632,34.02149,20
PixelIgnite6808,Other,B2C,Small,13828,2,0,A technology-driven B2C platform focused on small digital services operations.,48,0,46.237511,44.541715,46.098292,54.203087,45.662757,57
MeridianWave3957,Real Estate,Other,Small,35819,7,2,An AI-powered Other real estate solution for small customers.,57,1,44.387851,43.370935,41.321055,51.411386,43.884194,48
OmegaFlow818,Finance,Advertising,Medium,39536,2,0,A Advertising financial platform serving medium audiences.,50,1,53.037658,45.124366,51.833057,47.329139,41.65102,55
Crimson-Scale,Real Estate,Advertising,Small,45297,2,1,A scalable real estate solution targeting small audiences.,49,0,51.22594,44.692901,49.977398,54.733955,46.103051,56
SolarFlow4829,Technology,SaaS,Large,6797396,87,16,A technology-driven SaaS platform focused on large technology operations.,95,1,29.746792,32.407095,36.175877,28.825925,34.971312,10
OrionSync1180,Agriculture,B2C,Small,69257,2,2,A digital agriculture platform using a B2C model for small consumers.,60,1,45.684096,43.372853,46.531625,45.49892,43.547092,45
CosmicSystems606,Education,SaaS,Medium,1859100,97,8,A digital education platform using a SaaS model for medium organizations.,95,1,22.743148,37.087,32.743468,34.86865,38.311672,10
SpectraSphere587,Manufacturing,Subscription,Large,1482874,33,15,A digital manufacturing platform using a Subscription model for large subscribers.,95,1,27.208128,28.988773,36.877494,28.680365,39.316685,10
NexusDynamo6380,Technology,SaaS,Large,1310873,36,9,A technology-driven SaaS platform focused on large technology operations.,95,1,27.887036,32.56635,38.216886,36.990336,36.245055,10
VectorCascade2520,Agriculture,Freemium,Small,73224,3,1,A modern agriculture venture delivering solutions for small users.,61,1,48.502843,39.93502,44.951359,42.394253,46.244257,44
CyberEdge4289,Technology,SaaS,Medium,406673,39,2,A SaaS technology platform serving medium organizations.,95,1,26.096171,33.334112,39.644364,36.406089,32.584938,10
HyperCore6997,Energy,Marketplace,Medium,1270867,82,11,An AI-powered Marketplace energy solution for medium buyers and sellers.,95,1,24.536372,34.765289,40.471561,29.911197,35.09763,10
Stellar-Ignite,Food & Beverage,Franchise,Medium,497692,36,5,A modern food and beverage venture delivering solutions for medium franchise operators.,82,1,30.745261,41.733546,42.979231,38.081595,34.973304,23
SolarPulse,Retail,Advertising,Small,39656,2,2,A digital retail platform using a Advertising model for small audiences.,53,1,49.588718,47.994645,45.692785,45.602006,49.171752,52
LunarWorks7384,Energy,Marketplace,Large,1843695,93,10,A scalable energy solution targeting large buyers and sellers.,95,1,28.182274,33.244786,33.204486,34.790445,40.614096,10
SpectraLink7746,Agriculture,B2C,Small,44494,1,1,A B2C agriculture platform serving small consumers.,50,1,53.824016,52.262707,45.472113,47.08221,48.429793,55
EchoPulse9783,SaaS,Marketplace,Small,301489,40,4,A digital software platform using a Marketplace model for small buyers and sellers.,93,1,25.334854,30.37715,35.869457,37.233325,40.255742,12
QuantumLabs303,Entertainment,Franchise,Small,128621,21,6,A scalable entertainment solution targeting small franchise operators.,84,1,31.338427,37.368177,36.961304,37.642004,36.786561,21
NovaSync4027,Transportation,B2C,Small,66050,1,0,A digital transportation platform using a B2C model for small consumers.,56,1,46.671413,50.454625,49.839389,46.686918,43.108348,49
CyberForge2917,Technology,Subscription,Medium,1748880,78,7,An AI-powered Subscription technology solution for medium subscribers.,95,1,25.76032,34.418813,40.375618,27.473873,34.593846,10
CyberLabs236,Food & Beverage,Advertising,Small,84375,4,1,An AI-powered Advertising food and beverage solution for small audiences.,61,1,49.429072,41.537847,46.393185,41.86553,40.009202,44
CyberFlow5231,SaaS,Subscription,Large,1215280,399,21,A technology-driven Subscription platform focused on large software operations.,95,1,31.388463,35.862163,41.016579,29.411588,35.019866,10
CosmicScale2200,Healthcare,B2B,Large,3434491,175,11,A scalable healthcare solution targeting large businesses.,95,1,25.925945,31.172763,40.319277,28.130084,40.738905,10
NeonPulse987,Manufacturing,Subscription,Small,454395,7,6,An AI-powered Subscription manufacturing solution for small subscribers.,90,1,25.899771,37.805253,32.914907,32.138956,36.643324,15
OmegaIgnite769,Transportation,B2C,Medium,70759,3,4,A B2C transportation platform serving medium consumers.,66,1,37.79322,39.235238,44.833769,39.713028,46.102139,39
HyperRise785,Agriculture,C2C,Small,27996,1,1,An AI-powered C2C agriculture solution for small individual users.,49,0,47.120209,50.913725,50.809606,49.123494,49.544569,56
PrimeSystems9866,Healthcare,SaaS,Large,9228003,248,24,A technology-driven SaaS platform focused on large healthcare operations.,95,1,26.692441,31.419525,38.391544,30.449485,38.359198,10
NimbusPulse572,SaaS,B2B,Medium,1251198,93,14,A technology-driven B2B platform focused on medium software operations.,95,1,24.858404,30.716779,34.840813,33.719593,40.260149,10
SpectraNest5931,Real Estate,Advertising,Small,27479,2,1,A technology-driven Advertising platform focused on small real estate operations.,49,0,53.184168,47.208728,47.012744,50.525512,40.925126,56
QuantumRise7105,Retail,SaaS,Medium,200156,39,3,A modern retail venture delivering solutions for medium organizations.,88,1,30.96732,35.384538,38.99455,38.134157,41.674822,17
VertexEdge238,Retail,C2C,Small,48628,2,1,An AI-powered C2C retail solution for small individual users.,47,0,55.362437,49.784872,52.678338,56.02132,41.675478,58
CrimsonRise909,Retail,SaaS,Large,466886,48,5,A technology-driven SaaS platform focused on large retail operations.,88,1,27.341764,36.748694,40.983033,35.931024,37.282241,17
ZenithNest5280,Manufacturing,Freemium,Large,119947,18,5,A Freemium manufacturing platform serving large users.,74,1,39.241999,38.355808,43.506356,44.684616,44.48267,31
PixelDrive778,Agriculture,Other,Small,11885,1,0,A modern agriculture venture delivering solutions for small customers.,48,0,54.167042,49.976636,46.808631,50.86009,43.09098,57
TitanCascade555,Technology,Marketplace,Medium,896289,31,10,A modern technology venture delivering solutions for medium buyers and sellers.,95,1,28.15569,37.578995,37.143171,32.046087,36.090976,10
NovaCascade6902,Real Estate,B2C,Small,95260,5,1,A digital real estate platform using a B2C model for small consumers.,59,1,40.949156,46.541369,45.381447,48.659904,40.690687,46
HyperLogic9949,Healthcare,Freemium,Medium,93846,21,2,A scalable healthcare solution targeting medium users.,78,1,35.227169,41.939916,39.996139,43.19814,39.658707,27
OmegaNest6927,Education,B2B,Large,1953999,98,14,An AI-powered B2B education solution for large businesses.,95,1,29.06934,29.385841,35.494581,29.83731,32.100883,10
Prime-Sync,Technology,B2B,Large,9232249,215,17,A technology-driven B2B platform focused on large technology operations.,95,1,30.426171,36.932515,39.618522,30.166955,31.774984,10
NeonScale9190,Healthcare,B2B,Large,307444,22,8,An AI-powered B2B healthcare solution for large businesses.,95,1,28.158115,37.568148,36.191435,34.073188,38.353989,10
NovaSphere489,Technology,Subscription,Large,9260599,309,15,A scalable technology solution targeting large subscribers.,95,1,27.348599,34.990062,39.479001,28.283835,33.869345,10
FusionDrive,Finance,Subscription,Small,374481,9,10,A digital financial platform using a Subscription model for small subscribers.,87,1,32.431368,36.416579,37.565721,33.872822,40.207703,18
VortexSystems7686,SaaS,Subscription,Large,3309855,267,19,An AI-powered Subscription software solution for large subscribers.,95,1,29.617631,30.601763,40.105751,36.709085,36.019738,10
CobaltDrive9902,Transportation,Other,Medium,45895,2,1,A technology-driven Other platform focused on medium transportation operations.,49,0,52.990861,50.680865,43.663331,53.372005,42.551711,56
AstraForge6097,Energy,Subscription,Medium,1018133,10,6,A technology-driven Subscription platform focused on medium energy operations.,95,1,24.338707,28.487852,33.999414,30.525121,34.897364,10
PulseSphere2462,Retail,B2C,Small,49835,1,1,A B2C retail platform serving small consumers.,48,0,51.093218,48.938174,46.849878,51.944225,48.849181,57
CobaltCascade2226,Technology,SaaS,Large,7839369,469,15,A digital technology platform using a SaaS model for large organizations.,95,1,23.070501,33.195971,31.452262,31.902507,31.518923,10
PrimeHub127,Energy,Subscription,Large,1837197,478,14,A scalable energy solution targeting large subscribers.,95,1,25.09285,31.358765,35.299124,36.905626,38.441462,10
CrimsonLogic833,Technology,Direct Sales,Small,485003,26,3,An AI-powered Direct Sales technology solution for small business customers.,88,1,34.530509,39.793694,35.909378,30.512245,34.824235,17
CosmicLogic142,Retail,C2C,Small,343317,36,8,An AI-powered C2C retail solution for small individual users.,82,1,38.457773,39.978363,40.522955,41.946651,37.923065,23
RaptorSync8555,Finance,Other,Large,137467,27,4,A scalable financial solution targeting large customers.,73,1,41.555235,40.8976,45.096199,44.404758,36.522831,32
NexusEdge6812,Agriculture,Other,Small,52275,1,0,A digital agriculture platform using a Other model for small customers.,53,1,47.751604,45.897205,48.262741,47.815307,47.027044,52
ZenithGrid564,Education,SaaS,Large,1636530,57,15,A modern education venture delivering solutions for large organizations.,95,1,26.334882,31.973658,33.88641,31.79299,37.261429,10
ZenithScale6333,Technology,Subscription,Large,336040,30,10,A technology-driven Subscription platform focused on large technology operations.,95,1,28.779841,33.159874,40.024625,29.361853,34.156782,10
NimbusLogic7354,Food & Beverage,Marketplace,Large,346766,14,2,A technology-driven Marketplace platform focused on large food and beverage operations.,79,1,35.320116,38.166027,41.290422,35.504858,36.609269,26
StellarByte385,Finance,Advertising,Medium,29588,1,0,A modern financial venture delivering solutions for medium audiences.,50,1,51.493136,52.844638,49.872955,52.076229,44.318393,55
MeteorDynamo6850,Energy,Subscription,Large,884372,209,13,A technology-driven Subscription platform focused on large energy operations.,95,1,24.640064,35.057404,39.084059,29.84449,31.811763,10
NexusFlow5967,Retail,B2C,Small,12081,2,0,A scalable retail solution targeting small consumers.,48,0,55.612393,53.092645,51.934243,49.459507,45.068476,57
ZenithDynamo282,Education,SaaS,Large,832713,26,12,An AI-powered SaaS education solution for large organizations.,95,1,24.870484,35.280962,40.889059,28.315244,37.119669,10
AeroSphere627,Real Estate,B2C,Medium,26360,2,1,An AI-powered B2C real estate solution for medium consumers.,49,0,50.354233,43.93059,46.260332,53.891011,42.868464,56
QuantumStack4316,Other,C2C,Small,28756,2,0,An AI-powered C2C digital services solution for small individual users.,47,0,56.378586,52.269154,45.866787,47.619336,42.825861,58
TitanX867,Other,B2C,Small,27868,2,1,A B2C digital services platform serving small consumers.,48,0,53.985436,46.448711,46.116804,47.043637,47.405479,57
AstraSync259,Retail,Subscription,Small,130689,12,2,A technology-driven Subscription platform focused on small retail operations.,75,1,37.220955,42.395162,39.688013,43.810195,39.440206,30
NeonEdge904,Education,SaaS,Large,892389,45,10,A modern education venture delivering solutions for large organizations.,95,1,28.370151,33.116088,31.651261,28.228266,34.981561,10
VectorSync922,Entertainment,SaaS,Small,214880,46,10,A technology-driven SaaS platform focused on small entertainment operations.,95,1,22.676971,38.162314,38.364747,34.124253,31.630758,10
OmegaX1796,Manufacturing,B2B,Large,1164096,10,13,An AI-powered B2B manufacturing solution for large businesses.,95,1,29.91989,31.864112,37.751877,32.335396,34.937842,10
CrimsonWorks2190,Technology,Subscription,Medium,549425,27,13,A modern technology venture delivering solutions for medium subscribers.,95,1,32.311355,36.376943,35.461699,35.879769,34.761723,10
SolarWorks634,Retail,C2C,Medium,22359,2,0,A scalable retail solution targeting medium individual users.,47,0,47.97473,46.086695,48.226838,48.510726,43.555503,58
AstraScale619,Retail,C2C,Small,18244,1,0,A modern retail venture delivering solutions for small individual users.,47,0,51.196852,45.023142,48.740459,50.174032,44.123316,58
VertexDynamo446,SaaS,Subscription,Large,1133652,48,10,A technology-driven Subscription platform focused on large software operations.,95,1,24.234051,37.730499,31.895999,34.773526,38.639522,10
PulseHub6855,Healthcare,B2B,Large,1419831,22,8,A digital healthcare platform using a B2B model for large businesses.,95,1,30.110455,31.957761,39.209259,32.890444,32.855993,10
HyperPath480,Entertainment,Advertising,Large,278131,26,2,A scalable entertainment solution targeting large audiences.,83,1,34.233297,36.497102,40.598545,38.336535,39.337272,22
StellarPulse2645,Finance,Freemium,Small,75119,7,4,A scalable financial solution targeting small users.,66,1,43.647488,40.022578,44.879039,45.798687,45.455992,39
EchoDynamo165,Energy,Direct Sales,Large,1789880,74,15,A digital energy platform using a Direct Sales model for large business customers.,95,1,31.529784,38.185109,36.43908,34.451009,40.08512,10
StellarNest762,Retail,Advertising,Medium,24801,1,1,A scalable retail solution targeting medium audiences.,48,0,55.680414,49.369862,47.075243,48.488809,47.170193,57
LunarX645,E-commerce,Marketplace,Medium,780565,99,9,A technology-driven Marketplace platform focused on medium e-commerce operations.,95,1,25.71202,35.161469,38.857898,34.885166,37.617659,10
ZenithNest864,Retail,B2C,Medium,25762,1,1,An AI-powered B2C retail solution for medium consumers.,48,0,48.943477,44.197361,43.378097,48.665907,41.605317,57
SpectraLink9678,Healthcare,Subscription,Large,1829251,70,9,An AI-powered Subscription healthcare solution for large subscribers.,95,1,24.567922,29.614182,31.75961,36.722828,34.248753,10
QuantumDrive481,Healthcare,Other,Medium,295506,5,5,A scalable healthcare solution targeting medium customers.,80,1,35.005127,36.597536,38.969948,33.19187,42.957139,25
RaptorLink271,Education,Direct Sales,Large,747144,25,5,A technology-driven Direct Sales platform focused on large education operations.,91,1,28.187219,36.451364,36.480217,33.104229,36.465272,14
QuantumRise294,Agriculture,Advertising,Medium,20909,2,1,A modern agriculture venture delivering solutions for medium audiences.,50,1,46.096471,49.6733,47.297378,48.836758,48.079662,55
RubyScale178,Manufacturing,B2C,Medium,326165,36,4,A modern manufacturing venture delivering solutions for medium consumers.,83,1,30.743469,34.599753,43.42683,32.699017,42.92763,22
ZenithGrid95,Agriculture,Advertising,Small,35453,1,0,A modern agriculture venture delivering solutions for small audiences.,50,1,51.893498,50.748913,43.034283,54.84309,44.48246,55
NexusFlow828,Technology,Subscription,Large,1121878,10,14,An AI-powered Subscription technology solution for large subscribers.,95,1,23.133817,34.078445,34.976271,33.913012,33.034703,10
NimbusWave9478,Agriculture,Other,Medium,16438,2,0,A scalable agriculture solution targeting medium customers.,48,0,46.137904,44.618484,46.993249,47.811043,48.691381,57
OmegaEdge1505,Other,Advertising,Medium,43434,2,0,An AI-powered Advertising digital services solution for medium audiences.,48,0,47.824284,45.310435,45.612979,54.691751,47.284814,57
ZenithBridge8773,Technology,Marketplace,Medium,895155,67,14,An AI-powered Marketplace technology solution for medium buyers and sellers.,95,1,24.832347,32.546038,33.03936,27.488074,31.858622,10
NexusWave4265,Retail,B2C,Small,15263,2,0,A B2C retail platform serving small consumers.,48,0,50.125821,44.587785,46.090476,51.923395,46.73539,57
VectorFlow922,Finance,B2C,Medium,43100,2,2,A modern financial venture delivering solutions for medium consumers.,55,1,44.386306,50.364341,42.587389,50.616805,47.035208,50
AeroStack5109,SaaS,Direct Sales,Medium,693890,11,8,A digital software platform using a Direct Sales model for medium business customers.,95,1,24.158933,34.553462,39.995985,29.036655,31.888345,10
PulseCascade8697,SaaS,Direct Sales,Large,1079736,26,11,A modern software venture delivering solutions for large business customers.,95,1,24.654478,36.446073,34.264913,34.73066,34.544699,10
EchoForge835,E-commerce,SaaS,Large,4531363,285,13,An AI-powered SaaS e-commerce solution for large organizations.,95,1,31.026644,32.261816,38.3488,33.954381,31.280671,10
ZenithSystems6680,Retail,Advertising,Small,39649,5,2,A scalable retail solution targeting small audiences.,58,1,43.059473,40.670539,49.156359,50.921711,41.402722,47
AtlasCascade9854,Education,Other,Small,414934,10,10,A digital education platform using a Other model for small customers.,81,1,32.209757,36.094888,34.952274,35.982331,38.254873,24
RubySync9348,E-commerce,Subscription,Medium,930649,55,10,A digital e-commerce platform using a Subscription model for medium subscribers.,95,1,23.348844,29.483696,34.540634,30.992115,39.250515,10
PulsePath8917,Retail,Advertising,Small,37827,1,0,A scalable retail solution targeting small audiences.,48,0,54.444055,52.16132,49.363508,55.371366,44.683138,57
Zenith Cascade,Education,B2B,Medium,1373653,38,6,An AI-powered B2B education solution for medium businesses.,95,1,29.613118,35.283166,31.987381,34.686462,36.169982,10
EchoStack131,Agriculture,Other,Small,37077,1,1,A digital agriculture platform using a Other model for small customers.,48,0,53.364072,50.228943,49.204782,55.020228,45.795614,57
NovaWorks146,Healthcare,SaaS,Large,6860196,184,12,An AI-powered SaaS healthcare solution for large organizations.,95,1,24.875807,28.552974,34.874905,30.330218,39.798608,10
CosmicIgnite487,Energy,Direct Sales,Large,1665901,62,15,A modern energy venture delivering solutions for large business customers.,95,1,23.682696,29.078066,32.851077,31.155722,34.75116,10
VectorStack1842,Real Estate,Marketplace,Large,288172,48,10,A Marketplace real estate platform serving large buyers and sellers.,87,1,34.290941,40.432254,33.95876,32.553915,38.7023,18
HyperVision3486,Healthcare,SaaS,Small,271896,29,7,A modern healthcare venture delivering solutions for small organizations.,95,1,29.306706,29.16006,40.631479,29.140085,38.342379,10
FusionTech9064,Transportation,Freemium,Small,44595,6,0,A digital transportation platform using a Freemium model for small users.,57,1,42.631368,49.110805,45.175376,50.399305,39.803346,48
FusionEdge8916,Other,C2C,Medium,77951,6,2,A modern digital services venture delivering solutions for medium individual users.,62,1,48.893589,47.288542,48.40723,43.130917,38.238634,43
TerraSystems167,Manufacturing,Subscription,Medium,412865,75,8,A Subscription manufacturing platform serving medium subscribers.,95,1,26.26951,30.739977,32.908667,36.600301,37.344721,10
CrimsonScale409,Agriculture,Marketplace,Large,231091,48,4,A digital agriculture platform using a Marketplace model for large buyers and sellers.,83,1,32.968122,41.827544,38.839451,39.493823,39.070836,22
CyberPulse9438,E-commerce,B2B,Medium,324303,24,8,A scalable e-commerce solution targeting medium businesses.,92,1,24.892946,38.152956,33.942835,30.441494,35.863103,13
AstraGrid989,Finance,C2C,Small,66962,7,2,An AI-powered C2C financial solution for small individual users.,64,1,42.89867,42.425211,41.848356,46.462059,41.092226,41
CrimsonSync6247,E-commerce,SaaS,Medium,964029,87,6,An AI-powered SaaS e-commerce solution for medium organizations.,95,1,23.172729,35.670898,40.232425,29.581368,33.795663,10
AtlasHub3510,Manufacturing,Marketplace,Medium,440217,33,8,A Marketplace manufacturing platform serving medium buyers and sellers.,91,1,26.510687,38.386195,32.770566,30.961904,37.722769,14
PulsePath601,Agriculture,B2C,Medium,37948,4,1,A modern agriculture venture delivering solutions for medium consumers.,55,1,47.362907,48.805164,42.058028,45.512518,40.416013,50
CobaltLink279,SaaS,Subscription,Large,2353424,101,16,A scalable software solution targeting large subscribers.,95,1,23.80855,35.957377,40.797398,27.233069,34.280746,10
MeteorLabs1769,Entertainment,C2C,Small,354385,42,4,A C2C entertainment platform serving small individual users.,82,1,37.487089,37.417659,36.170694,32.432451,35.675771,23
SilverIgnite148,Manufacturing,Marketplace,Medium,331048,41,5,A modern manufacturing venture delivering solutions for medium buyers and sellers.,86,1,30.526644,31.37278,38.13519,39.426356,33.973781,19
RubyX5703,E-commerce,SaaS,Large,2053768,206,10,A digital e-commerce platform using a SaaS model for large organizations.,95,1,24.173646,29.801913,40.970932,35.821671,32.267761,10
RubyX6530,Education,Franchise,Medium,420246,46,4,A modern education venture delivering solutions for medium franchise operators.,84,1,32.560003,38.315614,43.746671,32.841658,41.190727,21
CyberShift945,E-commerce,Subscription,Large,2258727,431,11,A Subscription e-commerce platform serving large subscribers.,95,1,30.569722,35.227969,35.435111,36.94124,40.057075,10
AtlasForge494,Healthcare,Subscription,Medium,1377999,82,13,An AI-powered Subscription healthcare solution for medium subscribers.,95,1,26.319693,33.644877,31.74861,27.408589,38.824564,10
Neon-Sphere,Energy,Marketplace,Large,1902791,88,15,A scalable energy solution targeting large buyers and sellers.,95,1,26.061086,34.981178,36.981067,35.709327,36.776641,10
SpectraWave7435,Food & Beverage,Advertising,Medium,35319,7,4,A technology-driven Advertising platform focused on medium food and beverage operations.,61,1,44.409381,46.114336,40.692919,42.154868,44.667404,44
VertexSystems39,Agriculture,Advertising,Small,15553,1,1,An AI-powered Advertising agriculture solution for small audiences.,50,1,50.746581,47.352129,43.325558,46.277174,41.534202,55
CyberWave6752,SaaS,B2C,Medium,138740,31,4,A digital software platform using a B2C model for medium consumers.,85,1,28.478399,39.924917,42.224323,33.814264,34.587892,20
MeridianCore575,Finance,Advertising,Medium,48783,1,0,A Advertising financial platform serving medium audiences.,50,1,49.29319,53.322531,43.108226,54.105135,44.867595,55
StellarShift7673,Retail,B2C,Small,24079,1,1,A modern retail venture delivering solutions for small consumers.,48,0,50.658798,45.092699,46.282438,47.536191,48.925333,57
PrimeSync510,Retail,SaaS,Small,336746,36,2,A scalable retail solution targeting small organizations.,88,1,32.19126,38.587656,41.053014,35.982981,39.16539,17
RubyX4813,E-commerce,SaaS,Medium,1720381,69,13,A modern e-commerce venture delivering solutions for medium organizations.,95,1,29.896498,35.231921,35.832313,32.180932,40.940617,10
NexusTech,Agriculture,Advertising,Medium,74266,4,1,A scalable agriculture solution targeting medium audiences.,60,1,49.965769,46.045283,41.697302,42.117094,41.518112,45
